"","X","ncbi_name","phylotree_tip_label","img_id","ncbi_acc","kegg_abb","trnadb_name","families","ecosystem","habitat"
"2634",2634,"Pseudomonas putida F1","t640427132",640427132,"GCA_000016865.1","ppg","Pseudomonas putida F1","Gammaproteobacteria","Environmental","Creek, Soil"
"2635",2635,"Pseudomonas putida S16","t650716076",650716076,"GCA_000219705.1","ppb","Pseudomonas putida S16","Gammaproteobacteria","","Soil, Wastewater"
"2636",2636,"Pseudomonas syringae pv. syringae B728a","t637000224",637000224,"GCA_000012245.1","psyr","Pseudomonas syringae pv. syringae B728a","Gammaproteobacteria","Host-associated","Plants"
"2638",2638,"Pseudomonas savastanoi pv. phaseolicola 1448A","t637000223",637000223,"GCA_000012205.1","pci","Pseudomonas savastanoi pv. phaseolicola 1448A BAA-978","Gammaproteobacteria","Host-associated","Plants"
"2643",2643,"Pseudomonas fulva 12-X","t2505679082",2505679082,"GCA_000213805.1","pmon","Pseudomonas fulva 12-X","Gammaproteobacteria","Environmental","Host, Soil"
"2644",2644,"Pseudomonas fluorescens F113","t2511231156",2511231156,"GCA_000237065.1","pfc","Pseudomonas fluorescens F113","Gammaproteobacteria","Host-associated","Host, Rhizosphere, Root nodule, Soil"
"2652",2652,"Pseudomonas protegens Pf-5","t637000220",637000220,"GCA_000012265.1","pprc","Pseudomonas protegens Pf-5","Gammaproteobacteria","Host-associated","Fresh water, Host, Soil"
"2654",2654,"Pseudomonas fluorescens SBW25","t649633086",649633086,"GCA_000009225.1","pfe","Pseudomonas fluorescens SBW25","Gammaproteobacteria","Host-associated","Host"
"2655",2655,"Pseudomonas fluorescens Pf0-1","t637000221",637000221,"GCA_000012445.1","pfs","Pseudomonas fluorescens Pf0-1","Gammaproteobacteria","Environmental","Soil, Terrestrial"
"2656",2656,"Pseudomonas brassicacearum subsp. brassicacearum NFM421","t650716074",650716074,"GCA_000194805.1","pbc","Pseudomonas brassicacearum subsp. brassicacearum NFM421","Gammaproteobacteria","Engineered","Root nodule"
"2659",2659,"Pseudomonas aeruginosa UCBPP-PA14","t639279310",639279310,"GCA_000014625.1","pap","Pseudomonas aeruginosa UCBPP-PA14","Gammaproteobacteria","","Fresh water, Host, Soil, Wastewater"
"2662",2662,"Pseudomonas aeruginosa M18","t2511231183",2511231183,"GCA_000226155.1","pnc","Pseudomonas aeruginosa M18","Gammaproteobacteria","Host-associated","Host, Human airways, Plant surface, Soil, Wastewater"
"2668",2668,"Azotobacter vinelandii DJ","t643692004",643692004,"GCA_000021045.1","avl","Azotobacter vinelandii DJ ATCC BAA-1303","Gammaproteobacteria","Engineered","Soil"
"2677",2677,"Teredinibacter turnerae T7901","t644736410",644736410,"GCA_000023025.1","saga","Teredinibacter turnerae T7901","Gammaproteobacteria","Host-associated","Endosymbiont, Host"
"2678",2678,"Saccharophagus degradans 2-40","t637000249",637000249,"GCA_000013665.1","ttu","Saccharophagus degradans 2-40","Gammaproteobacteria","Environmental","Fresh water"
"2680",2680,"Cellvibrio japonicus Ueda107","t642555119",642555119,"GCA_000019225.1","sde","Cellvibrio japonicus Ueda107","Gammaproteobacteria","Environmental","Soil, Terrestrial"
"2682",2682,"Legionella longbeachae NSW150","t648028038",648028038,"GCA_000091785.1","lfa","Legionella longbeachae NSW150","Gammaproteobacteria","Host-associated","Fresh water, Host, Soil"
"2685",2685,"Legionella pneumophila str. Corby","t640427119",640427119,"GCA_000092545.1","lpa","Legionella pneumophila str. Corby","Gammaproteobacteria","Host-associated","Biofilm, Fresh water, Host, Soil"
"2689",2689,"Legionella pneumophila subsp. pneumophila ATCC 43290","t2511231146",2511231146,"GCA_000239175.1","llo","Legionella pneumophila subsp. pneumophila ATCC 43290","Gammaproteobacteria","Host-associated","Biofilm, Fresh meat, Fresh water, Host, Soil"
"2696",2696,"Coxiella burnetii CbuK_Q154","t643348532",643348532,"GCA_000019885.1","cea","Coxiella burnetii CbuK Q154","Gammaproteobacteria","Host-associated","Host"
"2697",2697,"Francisella sp. TX077308","t650716037",650716037,"GCA_000219045.1","fna","Francisella sp. TX077308","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2698",2698,"Francisella philomiragia subsp. philomiragia ATCC 25017","t641522628",641522628,"GCA_000019285.1","fpt","Francisella philomiragia subsp. philomiragia ATCC 25017","Gammaproteobacteria","Environmental","Aquatic, Fresh water, Host"
"2699",2699,"Francisella cf. tularensis subsp. novicida 3523","t651053025",651053025,"GCA_000195555.1","fph","Francisella cf. tularensis subsp. novicida 3523","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2708",2708,"Francisella tularensis subsp. tularensis TI0902","t2512564035",2512564035,"GCA_000248435.1","fty","Francisella tularensis subsp. tularensis TI0902","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2713",2713,"Francisella tularensis subsp. mediasiatica FSC147","t641522629",641522629,"GCA_000018925.1","ftn","Francisella tularensis subsp. mediasiatica FSC147 GIEM 543","Gammaproteobacteria","Host-associated","Fresh water, Host"
"2719",2719,"Nitrosococcus halophilus Nc 4","t646564556",646564556,"GCA_000024725.1","nwa","Nitrosococcus halophilus Nc 4","Gammaproteobacteria","","Marine"
"2720",2720,"Nitrosococcus oceani ATCC 19707","t637000194",637000194,"GCA_000012805.1","nhl","Nitrosococcus oceani ATCC 19707","Gammaproteobacteria","Environmental","Aquatic, Marine"
"2722",2722,"Nitrosococcus watsonii C-113","t648028046",648028046,"GCA_000143085.1","alv","Nitrosococcus watsonii C-113","Gammaproteobacteria","","Marine"
"2725",2725,"Halorhodospira halophila SL1","t639633026",639633026,"GCA_000015585.1","hhc","Halorhodospira halophila SL1","Gammaproteobacteria","Environmental","Aquatic, Fresh water, Mud"
"2726",2726,"Alkalilimnicola ehrlichii MLHE-1","t637000005",637000005,"GCA_000014785.1","hha","Alkalilimnicola ehrlichii MLHE-1","Gammaproteobacteria","Environmental","Aquatic, Fresh water"
"2730",2730,"Methylococcus capsulatus str. Bath","t637000166",637000166,"GCA_000008325.1","mmt","Methylococcus capsulatus str. Bath","Gammaproteobacteria","Environmental","Aquatic, Mud"
"2735",2735,"Frateuria aurantia DSM 6220","t2509601034",2509601034,"GCA_000242255.3","rhd","Frateuria aurantia DSM 6220","Gammaproteobacteria","Host-associated","Plants"
"2737",2737,"Rhodanobacter denitrificans","t2506520041",2506520041,"GCA_000230695.3","dji","Rhodanobacter denitrificans 2APBS1","Gammaproteobacteria","Engineered","Soil"
"2738",2738,"Pseudoxanthomonas spadix BD-a59","t2512047037",2512047037,"GCA_000233915.4","lab","Pseudoxanthomonas spadix BD-a59","Gammaproteobacteria","Environmental","Soil"
"2739",2739,"Xanthomonas axonopodis pv. citrumelo F1","t2511231060",2511231060,"GCA_000225915.1","xao","Xanthomonas axonopodis pv. citrumelo F1","Gammaproteobacteria","","Host"
"2740",2740,"Xanthomonas campestris pv. raphani 756C","t2511231136",2511231136,"GCA_000221965.1","xcv","Xanthomonas campestris pv. raphani 756C","Gammaproteobacteria","",""
"2741",2741,"Xanthomonas campestris pv. campestris str. ATCC 33913","t637000344",637000344,"GCA_000007145.1","xcb","Xanthomonas campestris pv. campestris str. ATCC 33913","Gammaproteobacteria","Host-associated","Host"
"2743",2743,"Xanthomonas axonopodis pv. citri str. 306","t637000342",637000342,"GCA_000007165.1","xci","Xanthomonas axonopodis pv. citri str. 306","Gammaproteobacteria","Host-associated","Host"
"2749",2749,"Xanthomonas oryzae pv. oryzae KACC 10331","t637000346",637000346,"GCA_000007385.1","xom","Xanthomonas oryzae pv. oryzae KACC 10331 KACC10331","Gammaproteobacteria","Host-associated","Host"
"2753",2753,"Pseudoxanthomonas suwonensis 11-1","t649633087",649633087,"GCA_000185965.1","psuw","Pseudoxanthomonas suwonensis 11-1","Gammaproteobacteria","Engineered",""
"2754",2754,"Stenotrophomonas maltophilia R551-3","t642555162",642555162,"GCA_000020665.1","buj","Stenotrophomonas maltophilia R551-3","Gammaproteobacteria","Host-associated","Fresh water, Host, Plants, Soil"
"2757",2757,"Xylella fastidiosa 9a5c","t637000348",637000348,"GCA_000006725.1","xft","Xylella fastidiosa 9a5c","Gammaproteobacteria","Host-associated","Host"
"2766",2766,"Thioflavicoccus mobilis 8321","t2506783059",2506783059,"GCA_000327045.1","mpur","Thioflavicoccus mobilis 8321","Gammaproteobacteria","Environmental","Marsh, Mat"
"2768",2768,"Marichromatium purpuratum 984","t2510065050",2510065050,"GCA_000224005.3","tee","Marichromatium purpuratum 984 987","Gammaproteobacteria","","Lake, Ponds, Stagnant water"
"2770",2770,"Thiocystis violascens DSM 198","t2508501051",2508501051,"GCA_000227745.3","tmb","Thiocystis violascens DSM 198","Gammaproteobacteria","Environmental","Aquatic, Ponds"
"2771",2771,"Allochromatium vinosum DSM 180","t646564502",646564502,"GCA_000025485.1","tvi","Allochromatium vinosum DSM 180","Gammaproteobacteria","Environmental","Aquatic, Fresh water, Sediment"
"2774",2774,"Thioalkalivibrio sulfidiphilus HL-EbGr7","t643348585",643348585,"GCA_000021985.1","tkm","Thioalkalivibrio sulfidiphilus HL-EbGr7 HL-EbGR7","Gammaproteobacteria","Engineered","Fresh water"
"2777",2777,"Thioalkalivibrio sp. K90mix","t646564584",646564584,"GCA_000025545.1","tni","Thioalkalivibrio sp. K90mix","Gammaproteobacteria","Environmental","Aquatic, Fresh water, Sediment, Soda lakes"
"2778",2778,"Thioalkalivibrio paradoxus ARh 1","t2512875033",2512875033,"GCA_000227685.3","tvr","Thioalkalivibrio thiocyanoxidans ARh 4","Gammaproteobacteria","",""
"2781",2781,"Dichelobacter nodosus VCS1703A","t640427112",640427112,"GCA_000015345.1","gap","Dichelobacter nodosus VCS1703A","Gammaproteobacteria","","Host"
"2783",2783,"Chromobacterium violaceum ATCC 12472","t637000074",637000074,"GCA_000007705.1","lhk","Chromobacterium violaceum ATCC 12472","Betaproteobacteria","Environmental","Aquatic, Fresh water, Host, Soil"
"2784",2784,"Pseudogulbenkiania sp. NH8B","t2511231094",2511231094,"GCA_000283535.1","rso","Pseudogulbenkiania sp. NH8B","Betaproteobacteria","",""
"2786",2786,"Laribacter hongkongensis HLHK9","t643692026",643692026,"GCA_000021025.1","pse","Laribacter hongkongensis HLHK9","Betaproteobacteria","Host-associated","Fish, Host"
"2797",2797,"Neisseria lactamica 020-06","t649633075",649633075,"GCA_000196295.1","nel","Neisseria lactamica 020-06","Betaproteobacteria","Host-associated","Host, Human nasopharyngeal microflora"
"2799",2799,"Neisseria gonorrhoeae FA 1090","t637000188",637000188,"GCA_000006845.1","ngk","Neisseria gonorrhoeae FA 1090","Betaproteobacteria","Host-associated","Host"
"2826",2826,"Neisseria meningitidis 8013","t646862337",646862337,"GCA_000026965.1","nmi","Neisseria meningitidis 8013","Betaproteobacteria","Host-associated","Host"
"2830",2830,"Candidatus Accumulibacter phosphatis clade IIA str. UW-1","t644736333",644736333,"GCA_000024165.1","tpn","Candidatus Accumulibacter phosphatis clade IIA str. UW-1","Betaproteobacteria","Engineered","Sediment, Sludge"
"2831",2831,"Dechlorosoma suillum PS","t2508501046",2508501046,"GCA_000236665.1","shd",NA,"Betaproteobacteria","Environmental","Aquatic, Host, Sediment, Soil"
"2832",2832,"Dechloromonas aromatica RCB","t637000088",637000088,"GCA_000012425.1","tmz","Dechloromonas aromatica RCB","Betaproteobacteria","Environmental","Aquatic, Fresh water"
"2834",2834,"Aromatoleum aromaticum EbN1","t637000012",637000012,"GCA_000025965.1","azo","Aromatoleum aromaticum EbN1","Betaproteobacteria","Environmental","Host, Sediment, Soil, Terrestrial"
"2835",2835,"Thauera sp. MZ1T","t643692051",643692051,"GCA_000021765.1","thu","Thauera sp. MZ1T","Betaproteobacteria","Engineered","Fresh water, Host, Wastewater"
"2836",2836,"Azoarcus sp. BH72","t639633007",639633007,"GCA_000061505.1","aza","Azoarcus sp. BH72","Betaproteobacteria","Host-associated","Host, Obligate endophyte, Soil"
"2838",2838,"Thiomonas intermedia K12","t646564585",646564585,"GCA_000092605.1","thi","Thiomonas intermedia K12","Betaproteobacteria","Engineered",""
"2841",2841,"Methylibium petroleiphilum PM1","t640069319",640069319,"GCA_000015725.1","har","Methylibium petroleiphilum PM1","Betaproteobacteria","Engineered","Aquatic, Fresh water, Host, Sludge"
"2842",2842,"Leptothrix cholodnii SP-6","t641522635",641522635,"GCA_000019785.1","tin","Leptothrix cholodnii SP-6","Betaproteobacteria","Environmental","Aquatic, Fresh water, Soil"
"2843",2843,"Rhodoferax ferrireducens T118","t637000235",637000235,"GCA_000013605.1","pol","Rhodoferax ferrireducens T118 DSM 15236","Betaproteobacteria","","Sediment"
"2844",2844,"Polaromonas sp. JS666","t637000208",637000208,"GCA_000013865.1","pna","Polaromonas sp. JS666","Betaproteobacteria","Environmental","Fresh water, Sediment"
"2845",2845,"Polaromonas naphthalenivorans CJ2","t639633051",639633051,"GCA_000015505.1","aav","Polaromonas naphthalenivorans CJ2","Betaproteobacteria","Environmental","Aquatic, Fresh water, Sediment"
"2846",2846,"Verminephrobacter eiseniae EF01-2","t639633065",639633065,"GCA_000015565.1","dac","Verminephrobacter eiseniae EF01-2","Betaproteobacteria","Host-associated","Host, Soil"
"2848",2848,"Acidovorax avenae subsp. avenae ATCC 19860","t650716004",650716004,"GCA_000176855.2","ack","Acidovorax avenae subsp. avenae ATCC 19860","Betaproteobacteria","Host-associated","Host"
"2849",2849,"Acidovorax citrulli AAC00-1","t639633002",639633002,"GCA_000015325.1","ajs","Acidovorax citrulli AAC00-1","Betaproteobacteria","","Host"
"2851",2851,"Acidovorax sp. JS42","t639633003",639633003,"GCA_000015545.1","dia","Acidovorax sp. JS42","Betaproteobacteria","Environmental","Sediment, Soil, Terrestrial"
"2853",2853,"Alicycliphilus denitrificans BC","t649633004",649633004,"GCA_000179015.2","adk","Alicycliphilus denitrificans BC","Betaproteobacteria","",""
"2856",2856,"Delftia acidovorans SPH-1","t641228489",641228489,"GCA_000018665.1","del","Delftia acidovorans SPH-1","Betaproteobacteria","Engineered","Fresh water, Host, Oil fields, Sludge, Soil, Wastewater"
"2858",2858,"Variovorax paradoxus S110","t644736413",644736413,"GCA_000023345.1","vpe","Variovorax paradoxus S110","Betaproteobacteria","","Soil"
"2859",2859,"Variovorax paradoxus EPS","t649633106",649633106,"GCA_000184745.1","vpd","Variovorax paradoxus EPS","Betaproteobacteria","","Soil"
"2860",2860,"Ramlibacter tataouinensis TTB310","t650716081",650716081,"GCA_000215705.1","cbx","Ramlibacter tataouinensis TTB310","Betaproteobacteria","Environmental","Sand, Soil"
"2862",2862,"Janthinobacterium sp. Marseille","t640753030",640753030,"GCA_000013625.1","jag","Janthinobacterium sp. Marseille","Betaproteobacteria","Host-associated","Fresh water, Host"
"2863",2863,"Herminiimonas arsenicoxydans","t640069313",640069313,"GCA_000026125.1","mms","Herminiimonas arsenicoxydans","Betaproteobacteria","Environmental","Aquatic, Fresh water, Host"
"2864",2864,"Herbaspirillum seropedicae SmR1","t648028033",648028033,"GCA_000143225.1","hht","Herbaspirillum seropedicae SmR1","Betaproteobacteria","Host-associated","Host, Plant root, Root nodule, Soil"
"2865",2865,"Collimonas fungivorans Ter331","t650716028",650716028,"GCA_000221045.1","care","Collimonas fungivorans Ter331","Betaproteobacteria","","Soil"
"2868",2868,"Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1","t640427129",640427129,"GCA_000016345.1","pne","Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1","Betaproteobacteria","Environmental","Aquatic, Fresh water, Host, Marine, Ponds"
"2869",2869,"Polynucleobacter necessarius subsp. necessarius STIR1","t2503982034",2503982034,"GCA_000019745.1","pdq","Polynucleobacter necessarius subsp. necessarius STIR1","Betaproteobacteria","Host-associated","Endosymbiont, Fresh water, Host"
"2870",2870,"Cupriavidus metallidurans CH34","t637000230",637000230,"GCA_000196015.1","cti","Cupriavidus metallidurans CH34","Betaproteobacteria","Environmental","Aquatic, Fresh water, Ponds, Soil"
"2872",2872,"Cupriavidus necator N-1","t650716031",650716031,"GCA_000219215.1","rme","Cupriavidus necator N-1","Betaproteobacteria","Environmental","Fresh water, Soil"
"2873",2873,"Ralstonia eutropha JMP134","t637000229",637000229,"GCA_000203875.1","reh",NA,"Betaproteobacteria","","Fresh water, Soil"
"2874",2874,"Ralstonia pickettii 12D","t644736400",644736400,"GCA_000023425.1","rpj","Ralstonia pickettii 12D","Betaproteobacteria","Environmental","Aquatic, Fresh water, Host, Sediment, Soil"
"2877",2877,"Ralstonia solanacearum GMI1000","t637000231",637000231,"GCA_000009125.1","rsc","Ralstonia solanacearum GMI1000","Betaproteobacteria","Host-associated","Host, Soil"
"2878",2878,"Ralstonia solanacearum Po82","t651053062",651053062,"GCA_000215325.1","rsm","Ralstonia solanacearum Po82","Betaproteobacteria","Host-associated","Host, Soil"
"2880",2880,"Paraburkholderia rhizoxinica HKI 454","t650716014",650716014,"GCA_000198775.1","bpx","Burkholderia rhizoxinica HKI 454","Betaproteobacteria","Host-associated","Host"
"2881",2881,"Paraburkholderia phymatum STM815","t642555112",642555112,"GCA_000020045.1","brh","Burkholderia phymatum STM815","Betaproteobacteria","Host-associated","Host, Plant root, Root nodule, Soil"
"2883",2883,"Burkholderia sp. CCGE1002","t646564515",646564515,"GCA_000092885.1","bgf","Burkholderia sp. CCGE1002","Betaproteobacteria","","Host, Rhizosphere, Rhizosphere-colonizing"
"2885",2885,"Burkholderia sp. CCGE1001","t649633021",649633021,"GCA_000176935.3","bge","Burkholderia sp. CCGE1001","Betaproteobacteria","","Host, Rhizosphere, Rhizosphere-colonizing"
"2886",2886,"Burkholderia sp. CCGE1003","t648028011",648028011,"GCA_000148685.1","bgd","Burkholderia sp. CCGE1003","Betaproteobacteria","","Host, Rhizosphere, Rhizosphere-colonizing"
"2887",2887,"Paraburkholderia xenovorans LB400","t637000053",637000053,"GCA_000013645.1","bxb","Burkholderia xenovorans LB400","Betaproteobacteria","Environmental","Host, Soil"
"2888",2888,"Burkholderia sp. YI23","t2511231144",2511231144,"GCA_000236065.1","buk","Burkholderia sp. YI23","Betaproteobacteria","Environmental","Soil"
"2893",2893,"Paraburkholderia phytofirmans PsJN","t642555113",642555113,"GCA_000020125.1","bfn","Burkholderia phytofirmans PsJN","Betaproteobacteria","Host-associated","Host, Soil"
"2894",2894,"Burkholderia glumae BGR1","t643692013",643692013,"GCA_000022645.2","bgp","Burkholderia glumae BGR1","Betaproteobacteria","Host-associated","Host"
"2895",2895,"Burkholderia gladioli BSR3","t650716013",650716013,"GCA_000194745.1","bgo","Burkholderia gladioli BSR3","Betaproteobacteria","Host-associated",""
"2897",2897,"Burkholderia multivorans ATCC 17616","t641228482",641228482,"GCA_000010545.1","bmk","Burkholderia multivorans ATCC 17616","Betaproteobacteria","Environmental","Host, Soil"
"2902",2902,"Burkholderia vietnamiensis G4","t640069307",640069307,"GCA_000016205.1","bve","Burkholderia vietnamiensis G4","Betaproteobacteria","Engineered","Wastewater"
"2906",2906,"Burkholderia cenocepacia MC0-3","t641522609",641522609,"GCA_000019505.1","bcj","Burkholderia cenocepacia MC0-3","Betaproteobacteria","Environmental","Host, Soil"
"2907",2907,"Burkholderia cenocepacia J2315","t643348523",643348523,"GCA_000009485.1","bcen","Burkholderia cenocepacia J2315","Betaproteobacteria","Host-associated","Host"
"2909",2909,"Burkholderia lata","t637000051",637000051,"GCA_000012945.1","bcn","Burkholderia lata 383","Betaproteobacteria","Environmental","Host, Rhizosphere, Soil"
"2913",2913,"Burkholderia ambifaria MC40-6","t641522608",641522608,"GCA_000019925.1","bmu","Burkholderia ambifaria MC40-6","Betaproteobacteria","Host-associated","Host, Rhizosphere, Rhizosphere-colonizing"
"2915",2915,"Burkholderia thailandensis E264","t637000052",637000052,"GCA_000012365.1","btq","Burkholderia thailandensis E264 ATCC 700388","Betaproteobacteria","Environmental","Soil, Terrestrial"
"2922",2922,"Burkholderia mallei NCTC 10229","t640069303",640069303,"GCA_000015605.1","bmn","Burkholderia mallei NCTC 10229","Betaproteobacteria","Host-associated","Host"
"2950",2950,"Burkholderia pseudomallei 1106a","t640069305",640069305,"GCA_000015925.1","bpd",NA,"Betaproteobacteria","Host-associated","Host, Soil, Terrestrial"
"2953",2953,"Candidatus Tremblaya princeps PCVAL","t2511231192",2511231192,"GCA_000220965.1","tpj","Candidatus Tremblaya princeps PCVAL","Betaproteobacteria","Host-associated","Host"
"2958",2958,"Pusillimonas sp. T7-7","t650716078",650716078,"GCA_000209655.1","aka","Pusillimonas sp. T7-7","Betaproteobacteria","Environmental","Aquatic, Marine, Mud"
"2959",2959,"Bordetella avium 197N","t641522607",641522607,"GCA_000070465.1","bho","Bordetella avium 197N","Betaproteobacteria","Host-associated","Host"
"2961",2961,"Achromobacter xylosoxidans A8","t649633001",649633001,"GCA_000165835.1","axo","Achromobacter xylosoxidans A8","Betaproteobacteria","Environmental","Host, Soil"
"2962",2962,"Bordetella bronchiseptica RB50","t637000032",637000032,"GCA_000195675.1","bbm",NA,"Betaproteobacteria","Host-associated","Host"
"2966",2966,"Taylorella asinigenitalis MCE3","t2511231127",2511231127,"GCA_000226625.1","tat","Taylorella asinigenitalis MCE3","Betaproteobacteria","Host-associated","Host"
"2967",2967,"Taylorella equigenitalis MCE9","t649633099",649633099,"GCA_000185745.1","tea","Taylorella equigenitalis MCE9","Betaproteobacteria","Host-associated","Host, Vagina"
"2969",2969,"Thiobacillus denitrificans ATCC 25259","t637000324",637000324,"GCA_000012745.1","sdr","Thiobacillus denitrificans ATCC 25259","Betaproteobacteria","Environmental","Soil"
"2971",2971,"Methylotenera versatilis 301","t646564551",646564551,"GCA_000093025.1","mei","Methylotenera versatilis 301","Betaproteobacteria","Environmental","Aquatic, Fresh water, Sediment"
"2972",2972,"Methylotenera mobilis JLW8","t644736388",644736388,"GCA_000023705.1","meh","Methylotenera mobilis JLW8","Betaproteobacteria","Environmental","Aquatic, Fresh water, Sediment"
"2974",2974,"Methylovorus sp. MP688","t649633068",649633068,"GCA_000183115.1","mbac","Methylovorus sp. MP688","Betaproteobacteria","Environmental","Air, Soil, Wastewater"
"2975",2975,"Methylobacillus flagellatus KT","t637000165",637000165,"GCA_000013705.1","mmb","Methylobacillus flagellatus KT","Betaproteobacteria","Engineered","Host, Sludge, Wastewater"
"2977",2977,"Sideroxydans lithotrophicus ES-1","t646564569",646564569,"GCA_000025705.1","gca","Sideroxydans lithotrophicus ES-1","Betaproteobacteria","Environmental","Fresh water"
"2978",2978,"Gallionella capsiferriformans ES-2","t648028028",648028028,"GCA_000145255.1","kci","Gallionella capsiferriformans ES-2","Betaproteobacteria","Environmental","Fresh water"
"2979",2979,"Nitrosospira multiformis ATCC 25196","t637000197",637000197,"GCA_000196355.1","eba","Nitrosospira multiformis ATCC 25196","Betaproteobacteria","Environmental","Soil, Terrestrial"
"2980",2980,"Nitrosomonas sp. AL212","t650716066",650716066,"GCA_000175095.2","nii","Nitrosomonas sp. AL212","Betaproteobacteria","Engineered","Aquatic, Soil"
"2981",2981,"Nitrosomonas sp. Is79A3","t650716067",650716067,"GCA_000219585.1","nco","Nitrosomonas sp. Is79A3","Betaproteobacteria","Environmental","Aquatic, Fresh water"
"2982",2982,"Nitrosomonas europaea ATCC 19718","t637000195",637000195,"GCA_000009145.1","net","Nitrosomonas europaea ATCC 19718","Betaproteobacteria","","Fresh water, Soil"
"2983",2983,"Nitrosomonas eutropha C91","t637000196",637000196,"GCA_000014765.1","nit","Nitrosomonas eutropha C91","Betaproteobacteria","Engineered","Fresh water, Host"
"2984",2984,"Magnetococcus marinus MC-1","t639633036",639633036,"GCA_000014865.1","mai","Magnetococcus marinus MC-1","Alphaproteobacteria","Environmental","Aquatic, Marine"
"2986",2986,"Candidatus Pelagibacter ubique HTCC1062","t637000058",637000058,"GCA_000012345.1","pel","Candidatus Pelagibacter ubique HTCC1062","Alphaproteobacteria","Environmental","Aquatic, Marine"
"2987",2987,"Orientia tsutsugamushi str. Ikeda","t642555145",642555145,"GCA_000010205.1","wol","Orientia tsutsugamushi str. Ikeda","Alphaproteobacteria","Host-associated","Host"
"2990",2990,"Rickettsia bellii OSU 85-389","t640753044",640753044,"GCA_000018245.1","rco","Rickettsia bellii OSU 85-389","Alphaproteobacteria","Host-associated","Host"
"2991",2991,"Rickettsia canadensis str. McKiel","t640753045",640753045,"GCA_000014345.1","rcc","Rickettsia canadensis str. McKiel","Alphaproteobacteria","Host-associated","Host"
"2992",2992,"Rickettsia prowazekii str. Rp22","t646862338",646862338,"GCA_000022785.1","rpl","Rickettsia prowazekii str. Rp22","Alphaproteobacteria","Host-associated","Host"
"2994",2994,"Rickettsia typhi str. Wilmington","t637000246",637000246,"GCA_000008045.1","rtt","Rickettsia typhi str. Wilmington","Alphaproteobacteria","Host-associated","Host"
"3000",3000,"Rickettsia prowazekii str. RpGvF24","t2512564077",2512564077,"GCA_000277265.1","rpq","Rickettsia prowazekii str. RpGvF24","Alphaproteobacteria","",""
"3001",3001,"Rickettsia australis str. Cutlack","t2512564059",2512564059,"GCA_000284155.1","rmo","Rickettsia australis str. Cutlack","Alphaproteobacteria","",""
"3012",3012,"Rickettsia rickettsii str. Hlp#2","t2512564047",2512564047,"GCA_000283935.1","rrm","Rickettsia rickettsii str. Hlp#2","Alphaproteobacteria","",""
"3013",3013,"Rickettsia montanensis str. OSU 85-930","t2512564067",2512564067,"GCA_000284175.1","rpp","Rickettsia montanensis str. OSU 85-930","Alphaproteobacteria","",""
"3017",3017,"Rickettsia canadensis str. CA410","t2512564031",2512564031,"GCA_000283915.1","rbe","Rickettsia canadensis str. CA410","Alphaproteobacteria","",""
"3019",3019,"Rickettsia typhi str. B9991CWPP","t2512564075",2512564075,"GCA_000277305.1","rcm","Rickettsia typhi str. B9991CWPP","Alphaproteobacteria","Host-associated",""
"3020",3020,"Rickettsia felis URRWXCal2","t637000244",637000244,"GCA_000012145.1","rak","Rickettsia felis URRWXCal2 California 2","Alphaproteobacteria","","Host"
"3021",3021,"Rickettsia akari str. Hartford","t640753043",640753043,"GCA_000018205.1","rri","Rickettsia akari str. Hartford","Alphaproteobacteria","Host-associated","Host"
"3029",3029,"Rickettsia rickettsii str. Iowa","t641522647",641522647,"GCA_000017445.3","rra","Rickettsia rickettsii str. Iowa","Alphaproteobacteria","Host-associated","Host"
"3031",3031,"Candidatus Midichloria mitochondrii IricVA","t650716015",650716015,"GCA_000219355.1","paca","Candidatus Midichloria mitochondrii IricVA","Alphaproteobacteria","Host-associated","Host"
"3032",3032,"Neorickettsia sennetsu str. Miyayama","t637000191",637000191,"GCA_000013165.1","nri","Neorickettsia sennetsu str. Miyayama","Alphaproteobacteria","Host-associated","Host"
"3033",3033,"Neorickettsia risticii str. Illinois","t644736395",644736395,"GCA_000022525.1","nhm","Neorickettsia risticii str. Illinois","Alphaproteobacteria","Host-associated","Host"
"3034",3034,"Wolbachia endosymbiont strain TRS of Brugia malayi","t637000340",637000340,"GCA_000008385.1","woo","Wolbachia endosymbiont strain TRS of Brugia malayi","Alphaproteobacteria","Host-associated","Endosymbiont, Host, Nematode endosymbiont"
"3038",3038,"Wolbachia endosymbiont of Drosophila melanogaster","t637000339",637000339,"GCA_000008025.1","wri","Wolbachia endosymbiont of Drosophila melanogaster wMel","Alphaproteobacteria","","Endosymbiont, Host, Insect endosymbiont"
"3042",3042,"Wolbachia sp. wRi","t643692055",643692055,"GCA_000022285.1","wen","Wolbachia sp. wRi","Alphaproteobacteria","Host-associated","Endosymbiont, Host"
"3043",3043,"Anaplasma phagocytophilum str. HZ","t637000009",637000009,"GCA_000013125.1","apy","Anaplasma phagocytophilum str. HZ","Alphaproteobacteria","Host-associated","Host"
